Sexo;Comunidades y Ciudades Autónomas;Nacionalidad;Periodo;Total
Ambos sexos;04 Balears, Illes;Extranjera: Total;2005T4;10,25
Ambos sexos;04 Balears, Illes;Extranjera: Total;2005T3;7,45
Ambos sexos;04 Balears, Illes;Extranjera: Total;2005T2;6,53
Ambos sexos;04 Balears, Illes;Extranjera: Total;2005T1;14,4
Ambos sexos;04 Balears, Illes;Extranjera: Total;2004T4;12,48
Ambos sexos;04 Balears, Illes;Extranjera: Total;2004T3;7,4
Ambos sexos;04 Balears, Illes;Extranjera: Total;2004T2;7,26
Ambos sexos;04 Balears, Illes;Extranjera: Total;2004T1;11,72
Ambos sexos;04 Balears, Illes;Extranjera: Total;2003T4;14,94
Ambos sexos;04 Balears, Illes;Extranjera: Total;2003T3;11,25
Ambos sexos;04 Balears, Illes;Extranjera: Total;2003T2;12,64
Ambos sexos;04 Balears, Illes;Extranjera: Total;2003T1;20,43
Ambos sexos;04 Balears, Illes;Extranjera: Total;2002T4;16,92
Ambos sexos;04 Balears, Illes;Extranjera: Total;2002T3;12,1
Ambos sexos;04 Balears, Illes;Extranjera: Total;2002T2;10,54
Ambos sexos;04 Balears, Illes;Extranjera: Total;2002T1;12,18
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2025T4;10,51
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2025T3;9,53
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2025T2;7,57
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2025T1;17,62
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2024T4;4,55
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2024T3;4,48
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2024T2;9,75
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2024T1;19,44
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2023T4;13,43
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2023T3;6,62
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2023T2;3,16
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2023T1;21,42
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2022T4;14,5
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2022T3;3,96
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2022T2;11,39
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2022T1;25,78
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2021T4;19,64
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2021T3;10,22
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2021T2;19,88
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2021T1;20,24
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2020T4;20,18
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2020T3;11,85
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2020T2;17,31
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2020T1;24,32
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2019T4;13,12
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2019T3;11,86
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2019T2;16,54
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2019T1;24,08
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2018T4;12,67
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2018T3;8,09
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2018T2;11,84
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2018T1;18,96
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2017T4;10
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2017T3;7,51
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2017T2;13,39
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2017T1;15,13
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2016T4;9,25
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2016T3;8,82
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2016T2;12,79
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2016T1;17,92
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2015T4;11,34
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2015T3;9,82
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2015T2;12,02
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2015T1;21,32
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2014T4;10,59
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2014T3;9,31
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2014T2;10,93
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2014T1;20,06
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2013T4;12,14
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2013T3;10,99
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2013T2;14,18
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2013T1;22,78
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2012T4;25,99
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2012T3;14,96
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2012T2;20,32
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2012T1;30,72
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2011T4;24,38
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2011T3;23,87
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2011T2;20,12
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2011T1;25,74
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2010T4;23,38
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2010T3;23,02
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2010T2;28,43
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2010T1;28,14
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2009T4;27,33
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2009T3;17,23
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2009T2;22,09
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2009T1;30,05
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2008T4;15,44
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2008T3;17,2
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2008T2;17,19
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2008T1;23,45
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2007T4;11,45
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2007T3;3,16
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2007T2;4,56
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2007T1;10,44
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2006T4;7,83
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2006T3;7,06
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2006T2;7,47
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2006T1;4,77
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2005T4;15,98
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2005T3;2,73
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2005T2;5,08
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2005T1;11,37
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2004T4;14
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2004T3;4,43
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2004T2;6,66
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2004T1;10,44
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2003T4;9,11
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2003T3;6,86
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2003T2;12,35
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2003T1;14,86
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2002T4;9,43
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2002T3;5,62
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2002T2;6,44
Ambos sexos;04 Balears, Illes;Extranjera: Unión Europea;2002T1;8,14
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2025T4;15,32
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2025T3;11,16
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2025T2;14,75
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2025T1;28,85
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2024T4;12,55
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2024T3;8,4
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2024T2;15,19
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2024T1;25,84
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2023T4;21,65
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2023T3;7,15
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2023T2;11,73
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2023T1;33,02
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2022T4;18,74
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2022T3;8,25
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2022T2;14,3
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2022T1;34,13
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2021T4;29,82
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2021T3;19,57
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2021T2;28,42
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2021T1;38,01
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2020T4;39,08
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2020T3;21,23
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2020T2;29,48
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2020T1;29,44
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2019T4;15,62
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2019T3;15,18
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2019T2;22,4
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2019T1;26,05
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2018T4;15,11
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2018T3;7,7
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2018T2;12,78
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2018T1;26,3
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2017T4;20,72
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2017T3;12,33
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2017T2;14,96
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2017T1;29,16
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2016T4;25,7
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2016T3;13,44
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2016T2;22,69
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2016T1;34,77
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2015T4;31,24
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2015T3;26,16
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2015T2;30,23
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2015T1;42,49
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2014T4;38,38
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2014T3;32,05
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2014T2;31,62
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2014T1;42,49
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2013T4;34,64
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2013T3;24,14
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2013T2;26,93
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2013T1;46,26
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2012T4;35,83
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2012T3;29,34
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2012T2;26,45
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2012T1;37,74
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2011T4;35,35
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2011T3;25,29
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2011T2;33,31
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2011T1;41,94
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2010T4;42,81
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2010T3;31,27
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2010T2;35,33
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2010T1;36,6
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2009T4;33,42
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2009T3;28,48
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2009T2;33,25
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2009T1;33,6
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2008T4;23,29
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2008T3;13,12
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2008T2;10,34
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2008T1;15,64
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2007T4;16,1
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2007T3;9,07
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2007T2;8,1
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2007T1;17,16
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2006T4;11,51
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2006T3;6,5
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2006T2;9,58
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2006T1;14,27
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2005T4;9,21
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2005T3;8,39
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2005T2;6,84
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2005T1;15,26
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2004T4;12,07
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2004T3;8,47
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2004T2;7,49
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2004T1;12,11
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2003T4;17,38
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2003T3;13,23
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2003T2;12,76
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2003T1;22,36
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2002T4;19,45
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2002T3;14,11
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2002T2;11,8
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2002T1;13,99
Ambos sexos;05 Canarias;Total;2025T4;12,63
Ambos sexos;05 Canarias;Total;2025T3;14,59
Ambos sexos;05 Canarias;Total;2025T2;13,33
Ambos sexos;05 Canarias;Total;2025T1;13,53
Ambos sexos;05 Canarias;Total;2024T4;11,91
Ambos sexos;05 Canarias;Total;2024T3;14,4
Ambos sexos;05 Canarias;Total;2024T2;13,86
Ambos sexos;05 Canarias;Total;2024T1;14,88
Ambos sexos;05 Canarias;Total;2023T4;16,06
Ambos sexos;05 Canarias;Total;2023T3;15,04
Ambos sexos;05 Canarias;Total;2023T2;15,65
Ambos sexos;05 Canarias;Total;2023T1;17,55
Ambos sexos;05 Canarias;Total;2022T4;14,87
Ambos sexos;05 Canarias;Total;2022T3;17,49
Ambos sexos;05 Canarias;Total;2022T2;17,93
Ambos sexos;05 Canarias;Total;2022T1;20,27
Ambos sexos;05 Canarias;Total;2021T4;19,23
Ambos sexos;05 Canarias;Total;2021T3;24,49
Ambos sexos;05 Canarias;Total;2021T2;24,77
Ambos sexos;05 Canarias;Total;2021T1;25,58
Ambos sexos;05 Canarias;Total;2020T4;25,22
Ambos sexos;05 Canarias;Total;2020T3;25,04
Ambos sexos;05 Canarias;Total;2020T2;21,55
Ambos sexos;05 Canarias;Total;2020T1;18,79
Ambos sexos;05 Canarias;Total;2019T4;18,78
Ambos sexos;05 Canarias;Total;2019T3;21,19
Ambos sexos;05 Canarias;Total;2019T2;21
Ambos sexos;05 Canarias;Total;2019T1;21,03
Ambos sexos;05 Canarias;Total;2018T4;19,99
Ambos sexos;05 Canarias;Total;2018T3;19,64
Ambos sexos;05 Canarias;Total;2018T2;20,06
Ambos sexos;05 Canarias;Total;2018T1;20,62
Ambos sexos;05 Canarias;Total;2017T4;22,04
Ambos sexos;05 Canarias;Total;2017T3;21,87
Ambos sexos;05 Canarias;Total;2017T2;24,3
Ambos sexos;05 Canarias;Total;2017T1;25,68
Ambos sexos;05 Canarias;Total;2016T4;24,9
Ambos sexos;05 Canarias;Total;2016T3;26,01
Ambos sexos;05 Canarias;Total;2016T2;27,33
Ambos sexos;05 Canarias;Total;2016T1;26
Ambos sexos;05 Canarias;Total;2015T4;26,75
Ambos sexos;05 Canarias;Total;2015T3;28,56
Ambos sexos;05 Canarias;Total;2015T2;30,3
Ambos sexos;05 Canarias;Total;2015T1;30,81
Ambos sexos;05 Canarias;Total;2014T4;31,08
Ambos sexos;05 Canarias;Total;2014T3;33,36
Ambos sexos;05 Canarias;Total;2014T2;32,68
Ambos sexos;05 Canarias;Total;2014T1;32,55
Ambos sexos;05 Canarias;Total;2013T4;33,09
Ambos sexos;05 Canarias;Total;2013T3;34,76
Ambos sexos;05 Canarias;Total;2013T2;33,33
Ambos sexos;05 Canarias;Total;2013T1;33,74
Ambos sexos;05 Canarias;Total;2012T4;32,6
Ambos sexos;05 Canarias;Total;2012T3;33,22
Ambos sexos;05 Canarias;Total;2012T2;32,7
Ambos sexos;05 Canarias;Total;2012T1;31,78
Ambos sexos;05 Canarias;Total;2011T4;30,33
Ambos sexos;05 Canarias;Total;2011T3;29,08
Ambos sexos;05 Canarias;Total;2011T2;29,39
Ambos sexos;05 Canarias;Total;2011T1;28,32
Ambos sexos;05 Canarias;Total;2010T4;28,78
Ambos sexos;05 Canarias;Total;2010T3;28,59
Ambos sexos;05 Canarias;Total;2010T2;29,31
Ambos sexos;05 Canarias;Total;2010T1;27,72
Ambos sexos;05 Canarias;Total;2009T4;26,77
Ambos sexos;05 Canarias;Total;2009T3;25,63
Ambos sexos;05 Canarias;Total;2009T2;25,7
Ambos sexos;05 Canarias;Total;2009T1;25,9
Ambos sexos;05 Canarias;Total;2008T4;20,99
Ambos sexos;05 Canarias;Total;2008T3;17,36
Ambos sexos;05 Canarias;Total;2008T2;15,93
Ambos sexos;05 Canarias;Total;2008T1;14,66
Ambos sexos;05 Canarias;Total;2007T4;10,89
Ambos sexos;05 Canarias;Total;2007T3;10,8
Ambos sexos;05 Canarias;Total;2007T2;9,87
Ambos sexos;05 Canarias;Total;2007T1;10,25
Ambos sexos;05 Canarias;Total;2006T4;11,37
Ambos sexos;05 Canarias;Total;2006T3;11,81
Ambos sexos;05 Canarias;Total;2006T2;11,27
