Sexo;Comunidades y Ciudades Autónomas;Nacionalidad;Periodo;Total
Ambos sexos;03 Asturias, Principado de;Extranjera: Unión Europea;2004T2;13,16
Ambos sexos;03 Asturias, Principado de;Extranjera: Unión Europea;2004T1;24,03
Ambos sexos;03 Asturias, Principado de;Extranjera: Unión Europea;2003T4;23,65
Ambos sexos;03 Asturias, Principado de;Extranjera: Unión Europea;2003T3;39,86
Ambos sexos;03 Asturias, Principado de;Extranjera: Unión Europea;2003T2;0
Ambos sexos;03 Asturias, Principado de;Extranjera: Unión Europea;2003T1;12,96
Ambos sexos;03 Asturias, Principado de;Extranjera: Unión Europea;2002T4;23,86
Ambos sexos;03 Asturias, Principado de;Extranjera: Unión Europea;2002T3;41,86
Ambos sexos;03 Asturias, Principado de;Extranjera: Unión Europea;2002T2;26,93
Ambos sexos;03 Asturias, Principado de;Extranjera: Unión Europea;2002T1;28,27
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2025T4;17,97
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2025T3;15,94
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2025T2;17,42
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2025T1;21,38
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2024T4;22,93
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2024T3;19,9
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2024T2;26,98
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2024T1;28,3
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2023T4;20,93
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2023T3;28,07
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2023T2;26,47
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2023T1;27,66
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2022T4;41
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2022T3;23,37
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2022T2;19,54
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2022T1;31,59
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2021T4;20,51
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2021T3;22,97
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2021T2;34,91
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2021T1;31,27
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2020T4;40,63
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2020T3;38,55
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2020T2;38,46
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2020T1;23,5
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2019T4;34,94
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2019T3;45,19
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2019T2;43,05
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2019T1;44,47
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2018T4;36,2
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2018T3;34,46
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2018T2;29,4
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2018T1;43,86
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2017T4;38,21
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2017T3;42,05
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2017T2;18,93
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2017T1;20,54
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2016T4;26,89
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2016T3;31,6
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2016T2;21,81
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2016T1;13,61
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2015T4;25,54
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2015T3;22,26
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2015T2;39,99
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2015T1;33,49
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2014T4;40,32
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2014T3;31,38
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2014T2;38,97
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2014T1;47,33
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2013T4;43,61
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2013T3;44,68
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2013T2;49,08
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2013T1;52,4
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2012T4;56,07
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2012T3;35,45
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2012T2;36,89
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2012T1;49,36
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2011T4;48,54
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2011T3;30,72
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2011T2;23,49
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2011T1;43,13
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2010T4;29,91
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2010T3;29,34
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2010T2;27,39
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2010T1;34,12
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2009T4;26,21
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2009T3;20,94
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2009T2;28,85
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2009T1;12,03
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2008T4;15,1
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2008T3;7,61
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2008T2;8,7
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2008T1;16,11
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2007T4;13,56
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2007T3;4,87
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2007T2;17,88
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2007T1;27,29
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2006T4;27,06
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2006T3;32,03
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2006T2;7,42
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2006T1;10,47
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2005T4;9,38
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2005T3;6,91
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2005T2;17,3
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2005T1;24,96
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2004T4;18,02
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2004T3;11,08
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2004T2;10,34
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2004T1;35,06
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2003T4;36,26
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2003T3;6,38
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2003T2;6,11
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2003T1;21,83
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2002T4;21,9
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2002T3;17,64
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2002T2;0
Ambos sexos;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2002T1;12,53
Ambos sexos;04 Balears, Illes;Total;2025T4;7,8
Ambos sexos;04 Balears, Illes;Total;2025T3;5,77
Ambos sexos;04 Balears, Illes;Total;2025T2;7,41
Ambos sexos;04 Balears, Illes;Total;2025T1;14,78
Ambos sexos;04 Balears, Illes;Total;2024T4;8,2
Ambos sexos;04 Balears, Illes;Total;2024T3;6,17
Ambos sexos;04 Balears, Illes;Total;2024T2;7,95
Ambos sexos;04 Balears, Illes;Total;2024T1;15,48
Ambos sexos;04 Balears, Illes;Total;2023T4;11,16
Ambos sexos;04 Balears, Illes;Total;2023T3;5,85
Ambos sexos;04 Balears, Illes;Total;2023T2;7,12
Ambos sexos;04 Balears, Illes;Total;2023T1;17,79
Ambos sexos;04 Balears, Illes;Total;2022T4;10,7
Ambos sexos;04 Balears, Illes;Total;2022T3;5,61
Ambos sexos;04 Balears, Illes;Total;2022T2;9,02
Ambos sexos;04 Balears, Illes;Total;2022T1;17,61
Ambos sexos;04 Balears, Illes;Total;2021T4;14,58
Ambos sexos;04 Balears, Illes;Total;2021T3;10,02
Ambos sexos;04 Balears, Illes;Total;2021T2;14,74
Ambos sexos;04 Balears, Illes;Total;2021T1;18,4
Ambos sexos;04 Balears, Illes;Total;2020T4;17,34
Ambos sexos;04 Balears, Illes;Total;2020T3;13,28
Ambos sexos;04 Balears, Illes;Total;2020T2;15,93
Ambos sexos;04 Balears, Illes;Total;2020T1;18,2
Ambos sexos;04 Balears, Illes;Total;2019T4;9,91
Ambos sexos;04 Balears, Illes;Total;2019T3;8,18
Ambos sexos;04 Balears, Illes;Total;2019T2;12,13
Ambos sexos;04 Balears, Illes;Total;2019T1;17,06
Ambos sexos;04 Balears, Illes;Total;2018T4;10,91
Ambos sexos;04 Balears, Illes;Total;2018T3;7,16
Ambos sexos;04 Balears, Illes;Total;2018T2;11,22
Ambos sexos;04 Balears, Illes;Total;2018T1;17,42
Ambos sexos;04 Balears, Illes;Total;2017T4;12,61
Ambos sexos;04 Balears, Illes;Total;2017T3;9,25
Ambos sexos;04 Balears, Illes;Total;2017T2;11,49
Ambos sexos;04 Balears, Illes;Total;2017T1;16,76
Ambos sexos;04 Balears, Illes;Total;2016T4;13,8
Ambos sexos;04 Balears, Illes;Total;2016T3;10,6
Ambos sexos;04 Balears, Illes;Total;2016T2;13,02
Ambos sexos;04 Balears, Illes;Total;2016T1;18,41
Ambos sexos;04 Balears, Illes;Total;2015T4;17,02
Ambos sexos;04 Balears, Illes;Total;2015T3;13,88
Ambos sexos;04 Balears, Illes;Total;2015T2;16,45
Ambos sexos;04 Balears, Illes;Total;2015T1;22,29
Ambos sexos;04 Balears, Illes;Total;2014T4;18,88
Ambos sexos;04 Balears, Illes;Total;2014T3;15,94
Ambos sexos;04 Balears, Illes;Total;2014T2;19,04
Ambos sexos;04 Balears, Illes;Total;2014T1;26,7
Ambos sexos;04 Balears, Illes;Total;2013T4;22,72
Ambos sexos;04 Balears, Illes;Total;2013T3;16,93
Ambos sexos;04 Balears, Illes;Total;2013T2;21,14
Ambos sexos;04 Balears, Illes;Total;2013T1;28,55
Ambos sexos;04 Balears, Illes;Total;2012T4;24,3
Ambos sexos;04 Balears, Illes;Total;2012T3;19,56
Ambos sexos;04 Balears, Illes;Total;2012T2;21,32
Ambos sexos;04 Balears, Illes;Total;2012T1;27,85
Ambos sexos;04 Balears, Illes;Total;2011T4;25,49
Ambos sexos;04 Balears, Illes;Total;2011T3;17,79
Ambos sexos;04 Balears, Illes;Total;2011T2;19,53
Ambos sexos;04 Balears, Illes;Total;2011T1;24,98
Ambos sexos;04 Balears, Illes;Total;2010T4;21,78
Ambos sexos;04 Balears, Illes;Total;2010T3;16,93
Ambos sexos;04 Balears, Illes;Total;2010T2;19,79
Ambos sexos;04 Balears, Illes;Total;2010T1;22,22
Ambos sexos;04 Balears, Illes;Total;2009T4;19,45
Ambos sexos;04 Balears, Illes;Total;2009T3;14,78
Ambos sexos;04 Balears, Illes;Total;2009T2;18,02
Ambos sexos;04 Balears, Illes;Total;2009T1;19,63
Ambos sexos;04 Balears, Illes;Total;2008T4;12,05
Ambos sexos;04 Balears, Illes;Total;2008T3;9,32
Ambos sexos;04 Balears, Illes;Total;2008T2;8,4
Ambos sexos;04 Balears, Illes;Total;2008T1;10,98
Ambos sexos;04 Balears, Illes;Total;2007T4;9,35
Ambos sexos;04 Balears, Illes;Total;2007T3;4,64
Ambos sexos;04 Balears, Illes;Total;2007T2;5,55
Ambos sexos;04 Balears, Illes;Total;2007T1;9,33
Ambos sexos;04 Balears, Illes;Total;2006T4;6,34
Ambos sexos;04 Balears, Illes;Total;2006T3;4,72
Ambos sexos;04 Balears, Illes;Total;2006T2;6,53
Ambos sexos;04 Balears, Illes;Total;2006T1;8,41
Ambos sexos;04 Balears, Illes;Total;2005T4;7,5
Ambos sexos;04 Balears, Illes;Total;2005T3;4,91
Ambos sexos;04 Balears, Illes;Total;2005T2;6,06
Ambos sexos;04 Balears, Illes;Total;2005T1;10,7
Ambos sexos;04 Balears, Illes;Total;2004T4;8,09
Ambos sexos;04 Balears, Illes;Total;2004T3;6,77
Ambos sexos;04 Balears, Illes;Total;2004T2;9,06
Ambos sexos;04 Balears, Illes;Total;2004T1;12,75
Ambos sexos;04 Balears, Illes;Total;2003T4;10,01
Ambos sexos;04 Balears, Illes;Total;2003T3;7,02
Ambos sexos;04 Balears, Illes;Total;2003T2;9,39
Ambos sexos;04 Balears, Illes;Total;2003T1;12,68
Ambos sexos;04 Balears, Illes;Total;2002T4;8,69
Ambos sexos;04 Balears, Illes;Total;2002T3;6,07
Ambos sexos;04 Balears, Illes;Total;2002T2;6,74
Ambos sexos;04 Balears, Illes;Total;2002T1;8,96
Ambos sexos;04 Balears, Illes;Española;2025T4;5,89
Ambos sexos;04 Balears, Illes;Española;2025T3;4,21
Ambos sexos;04 Balears, Illes;Española;2025T2;5,75
Ambos sexos;04 Balears, Illes;Española;2025T1;11,99
Ambos sexos;04 Balears, Illes;Española;2024T4;7,75
Ambos sexos;04 Balears, Illes;Española;2024T3;5,96
Ambos sexos;04 Balears, Illes;Española;2024T2;6,2
Ambos sexos;04 Balears, Illes;Española;2024T1;13,07
Ambos sexos;04 Balears, Illes;Española;2023T4;8,89
Ambos sexos;04 Balears, Illes;Española;2023T3;5,5
Ambos sexos;04 Balears, Illes;Española;2023T2;6,53
Ambos sexos;04 Balears, Illes;Española;2023T1;14,52
Ambos sexos;04 Balears, Illes;Española;2022T4;8,74
Ambos sexos;04 Balears, Illes;Española;2022T3;5,32
Ambos sexos;04 Balears, Illes;Española;2022T2;7,84
Ambos sexos;04 Balears, Illes;Española;2022T1;13,81
Ambos sexos;04 Balears, Illes;Española;2021T4;11,26
Ambos sexos;04 Balears, Illes;Española;2021T3;8,54
Ambos sexos;04 Balears, Illes;Española;2021T2;11,9
Ambos sexos;04 Balears, Illes;Española;2021T1;15,04
Ambos sexos;04 Balears, Illes;Española;2020T4;12,71
Ambos sexos;04 Balears, Illes;Española;2020T3;11,97
Ambos sexos;04 Balears, Illes;Española;2020T2;13,2
Ambos sexos;04 Balears, Illes;Española;2020T1;15,19
Ambos sexos;04 Balears, Illes;Española;2019T4;8,41
Ambos sexos;04 Balears, Illes;Española;2019T3;6,41
Ambos sexos;04 Balears, Illes;Española;2019T2;9,61
Ambos sexos;04 Balears, Illes;Española;2019T1;14,55
Ambos sexos;04 Balears, Illes;Española;2018T4;9,96
Ambos sexos;04 Balears, Illes;Española;2018T3;6,95
Ambos sexos;04 Balears, Illes;Española;2018T2;10,87
Ambos sexos;04 Balears, Illes;Española;2018T1;15,62
Ambos sexos;04 Balears, Illes;Española;2017T4;11,4
Ambos sexos;04 Balears, Illes;Española;2017T3;8,95
Ambos sexos;04 Balears, Illes;Española;2017T2;10,74
Ambos sexos;04 Balears, Illes;Española;2017T1;15,22
Ambos sexos;04 Balears, Illes;Española;2016T4;12,47
Ambos sexos;04 Balears, Illes;Española;2016T3;10,43
Ambos sexos;04 Balears, Illes;Española;2016T2;11,5
Ambos sexos;04 Balears, Illes;Española;2016T1;15,92
Ambos sexos;04 Balears, Illes;Española;2015T4;15,58
Ambos sexos;04 Balears, Illes;Española;2015T3;12,56
Ambos sexos;04 Balears, Illes;Española;2015T2;14,89
Ambos sexos;04 Balears, Illes;Española;2015T1;19,47
Ambos sexos;04 Balears, Illes;Española;2014T4;17,12
Ambos sexos;04 Balears, Illes;Española;2014T3;14,18
Ambos sexos;04 Balears, Illes;Española;2014T2;18,09
Ambos sexos;04 Balears, Illes;Española;2014T1;24,94
Ambos sexos;04 Balears, Illes;Española;2013T4;22,06
Ambos sexos;04 Balears, Illes;Española;2013T3;16,51
Ambos sexos;04 Balears, Illes;Española;2013T2;20,95
Ambos sexos;04 Balears, Illes;Española;2013T1;26,41
Ambos sexos;04 Balears, Illes;Española;2012T4;22,32
Ambos sexos;04 Balears, Illes;Española;2012T3;18,72
Ambos sexos;04 Balears, Illes;Española;2012T2;20,66
Ambos sexos;04 Balears, Illes;Española;2012T1;25,95
Ambos sexos;04 Balears, Illes;Española;2011T4;23,98
Ambos sexos;04 Balears, Illes;Española;2011T3;15,7
Ambos sexos;04 Balears, Illes;Española;2011T2;17,07
Ambos sexos;04 Balears, Illes;Española;2011T1;21,69
Ambos sexos;04 Balears, Illes;Española;2010T4;17,09
Ambos sexos;04 Balears, Illes;Española;2010T3;13,04
Ambos sexos;04 Balears, Illes;Española;2010T2;15,38
Ambos sexos;04 Balears, Illes;Española;2010T1;18,36
Ambos sexos;04 Balears, Illes;Española;2009T4;15,51
Ambos sexos;04 Balears, Illes;Española;2009T3;11,32
Ambos sexos;04 Balears, Illes;Española;2009T2;14,03
Ambos sexos;04 Balears, Illes;Española;2009T1;15,28
Ambos sexos;04 Balears, Illes;Española;2008T4;8,89
Ambos sexos;04 Balears, Illes;Española;2008T3;7,67
Ambos sexos;04 Balears, Illes;Española;2008T2;7,05
Ambos sexos;04 Balears, Illes;Española;2008T1;8,61
Ambos sexos;04 Balears, Illes;Española;2007T4;7,6
Ambos sexos;04 Balears, Illes;Española;2007T3;3,87
Ambos sexos;04 Balears, Illes;Española;2007T2;5,16
Ambos sexos;04 Balears, Illes;Española;2007T1;7,72
Ambos sexos;04 Balears, Illes;Española;2006T4;5,2
Ambos sexos;04 Balears, Illes;Española;2006T3;4,21
Ambos sexos;04 Balears, Illes;Española;2006T2;5,9
Ambos sexos;04 Balears, Illes;Española;2006T1;7,42
Ambos sexos;04 Balears, Illes;Española;2005T4;6,8
Ambos sexos;04 Balears, Illes;Española;2005T3;4,3
Ambos sexos;04 Balears, Illes;Española;2005T2;5,94
Ambos sexos;04 Balears, Illes;Española;2005T1;9,85
Ambos sexos;04 Balears, Illes;Española;2004T4;7,07
Ambos sexos;04 Balears, Illes;Española;2004T3;6,63
Ambos sexos;04 Balears, Illes;Española;2004T2;9,42
Ambos sexos;04 Balears, Illes;Española;2004T1;12,93
Ambos sexos;04 Balears, Illes;Española;2003T4;9,15
Ambos sexos;04 Balears, Illes;Española;2003T3;6,3
Ambos sexos;04 Balears, Illes;Española;2003T2;8,85
Ambos sexos;04 Balears, Illes;Española;2003T1;11,45
Ambos sexos;04 Balears, Illes;Española;2002T4;7,46
Ambos sexos;04 Balears, Illes;Española;2002T3;5,24
Ambos sexos;04 Balears, Illes;Española;2002T2;6,26
Ambos sexos;04 Balears, Illes;Española;2002T1;8,57
Ambos sexos;04 Balears, Illes;Extranjera: Total;2025T4;14,17
Ambos sexos;04 Balears, Illes;Extranjera: Total;2025T3;10,73
Ambos sexos;04 Balears, Illes;Extranjera: Total;2025T2;12,83
Ambos sexos;04 Balears, Illes;Extranjera: Total;2025T1;25,01
Ambos sexos;04 Balears, Illes;Extranjera: Total;2024T4;9,72
Ambos sexos;04 Balears, Illes;Extranjera: Total;2024T3;6,86
Ambos sexos;04 Balears, Illes;Extranjera: Total;2024T2;13,38
Ambos sexos;04 Balears, Illes;Extranjera: Total;2024T1;23,73
Ambos sexos;04 Balears, Illes;Extranjera: Total;2023T4;18,87
Ambos sexos;04 Balears, Illes;Extranjera: Total;2023T3;6,98
Ambos sexos;04 Balears, Illes;Extranjera: Total;2023T2;9,09
Ambos sexos;04 Balears, Illes;Extranjera: Total;2023T1;29,01
Ambos sexos;04 Balears, Illes;Extranjera: Total;2022T4;17,28
Ambos sexos;04 Balears, Illes;Extranjera: Total;2022T3;6,64
Ambos sexos;04 Balears, Illes;Extranjera: Total;2022T2;13,31
Ambos sexos;04 Balears, Illes;Extranjera: Total;2022T1;31,08
Ambos sexos;04 Balears, Illes;Extranjera: Total;2021T4;26,01
Ambos sexos;04 Balears, Illes;Extranjera: Total;2021T3;15,52
Ambos sexos;04 Balears, Illes;Extranjera: Total;2021T2;24,56
Ambos sexos;04 Balears, Illes;Extranjera: Total;2021T1;30,99
Ambos sexos;04 Balears, Illes;Extranjera: Total;2020T4;31,19
Ambos sexos;04 Balears, Illes;Extranjera: Total;2020T3;17,38
Ambos sexos;04 Balears, Illes;Extranjera: Total;2020T2;24,83
Ambos sexos;04 Balears, Illes;Extranjera: Total;2020T1;27,6
Ambos sexos;04 Balears, Illes;Extranjera: Total;2019T4;14,59
Ambos sexos;04 Balears, Illes;Extranjera: Total;2019T3;13,76
Ambos sexos;04 Balears, Illes;Extranjera: Total;2019T2;20,13
Ambos sexos;04 Balears, Illes;Extranjera: Total;2019T1;25,23
Ambos sexos;04 Balears, Illes;Extranjera: Total;2018T4;14,03
Ambos sexos;04 Balears, Illes;Extranjera: Total;2018T3;7,86
Ambos sexos;04 Balears, Illes;Extranjera: Total;2018T2;12,38
Ambos sexos;04 Balears, Illes;Extranjera: Total;2018T1;23,58
Ambos sexos;04 Balears, Illes;Extranjera: Total;2017T4;16,8
Ambos sexos;04 Balears, Illes;Extranjera: Total;2017T3;10,27
Ambos sexos;04 Balears, Illes;Extranjera: Total;2017T2;14,22
Ambos sexos;04 Balears, Illes;Extranjera: Total;2017T1;22,47
Ambos sexos;04 Balears, Illes;Extranjera: Total;2016T4;18,47
Ambos sexos;04 Balears, Illes;Extranjera: Total;2016T3;11,22
Ambos sexos;04 Balears, Illes;Extranjera: Total;2016T2;18,41
Ambos sexos;04 Balears, Illes;Extranjera: Total;2016T1;27,69
Ambos sexos;04 Balears, Illes;Extranjera: Total;2015T4;22,33
Ambos sexos;04 Balears, Illes;Extranjera: Total;2015T3;18,49
Ambos sexos;04 Balears, Illes;Extranjera: Total;2015T2;21,84
Ambos sexos;04 Balears, Illes;Extranjera: Total;2015T1;32,23
Ambos sexos;04 Balears, Illes;Extranjera: Total;2014T4;25,23
Ambos sexos;04 Balears, Illes;Extranjera: Total;2014T3;21,83
Ambos sexos;04 Balears, Illes;Extranjera: Total;2014T2;22,41
Ambos sexos;04 Balears, Illes;Extranjera: Total;2014T1;33,04
Ambos sexos;04 Balears, Illes;Extranjera: Total;2013T4;25,04
Ambos sexos;04 Balears, Illes;Extranjera: Total;2013T3;18,36
Ambos sexos;04 Balears, Illes;Extranjera: Total;2013T2;21,79
Ambos sexos;04 Balears, Illes;Extranjera: Total;2013T1;35,99
Ambos sexos;04 Balears, Illes;Extranjera: Total;2012T4;31,2
Ambos sexos;04 Balears, Illes;Extranjera: Total;2012T3;22,48
Ambos sexos;04 Balears, Illes;Extranjera: Total;2012T2;23,66
Ambos sexos;04 Balears, Illes;Extranjera: Total;2012T1;34,5
Ambos sexos;04 Balears, Illes;Extranjera: Total;2011T4;30,65
Ambos sexos;04 Balears, Illes;Extranjera: Total;2011T3;24,64
Ambos sexos;04 Balears, Illes;Extranjera: Total;2011T2;27,46
Ambos sexos;04 Balears, Illes;Extranjera: Total;2011T1;35,48
Ambos sexos;04 Balears, Illes;Extranjera: Total;2010T4;35,68
Ambos sexos;04 Balears, Illes;Extranjera: Total;2010T3;28,34
Ambos sexos;04 Balears, Illes;Extranjera: Total;2010T2;32,86
Ambos sexos;04 Balears, Illes;Extranjera: Total;2010T1;33,86
Ambos sexos;04 Balears, Illes;Extranjera: Total;2009T4;31,65
Ambos sexos;04 Balears, Illes;Extranjera: Total;2009T3;25,36
Ambos sexos;04 Balears, Illes;Extranjera: Total;2009T2;29,96
Ambos sexos;04 Balears, Illes;Extranjera: Total;2009T1;32,46
Ambos sexos;04 Balears, Illes;Extranjera: Total;2008T4;21,01
Ambos sexos;04 Balears, Illes;Extranjera: Total;2008T3;14,3
Ambos sexos;04 Balears, Illes;Extranjera: Total;2008T2;12,47
Ambos sexos;04 Balears, Illes;Extranjera: Total;2008T1;18,23
Ambos sexos;04 Balears, Illes;Extranjera: Total;2007T4;14,69
Ambos sexos;04 Balears, Illes;Extranjera: Total;2007T3;7,17
Ambos sexos;04 Balears, Illes;Extranjera: Total;2007T2;6,89
Ambos sexos;04 Balears, Illes;Extranjera: Total;2007T1;14,83
Ambos sexos;04 Balears, Illes;Extranjera: Total;2006T4;10,56
Ambos sexos;04 Balears, Illes;Extranjera: Total;2006T3;6,65
Ambos sexos;04 Balears, Illes;Extranjera: Total;2006T2;9,04
Ambos sexos;04 Balears, Illes;Extranjera: Total;2006T1;12,37
